Event #,Event Name,Brief Description,Event Start Date and Time,Event End Date and Time,Event Duration,Event Category,Track,Ribbon,Maximum Players for Event,Price,Company or Gaming Group,Game Master,Game Manufacturer,Game System and Edition,Rules Taught?,Materials Provided?,Tournament Style,Tournament Round,Minimum Age,Game Complexity,Experience
7403,Learn to Play: Malifaux,"Learn the rules of Malifaux, a popular miniatures skirmish wargame! Malifaux uses a deck of cards instead of dice, and it offers deep and compelling gameplay.",6/16/2018 17:00,6/16/2018 18:00,1 Hour,Miniature,,,4,2,Wyrd,,Wyrd,2nd,Yes,Yes,,,13+,High,Beginner
5505,DC Deck-Building Game Tournament: Confrontations,Two Super Heroes will take on two Super-Villains in a struggle for supremacy.,6/16/2018 17:00,6/16/2018 19:00,2 Hours,Tabletop,,,16,4,Cryptozoic Entertainment,,Cryptozoic Entertainment,DC Deck-Building Game,No,Yes,,,10+,Med,Intermediate
8253,Munchkin the CCG - Contructed Deck Free Play,Bring your best CCG decks for free play combat and a Blarg booster!,6/16/2018 17:00,6/16/2018 19:00,2 Hours,CCG/TCG,,,10,6,Steve Jackson Games,,Steve Jackson Games,,No,No,,,13+,Med,Intermediate
8073,Star Wars Destiny Learn To Play,"Learn to play Destiny Attendees receive a Star Wars Destiny Starter, promos and instruction on how to play. Limited to 16 players",6/16/2018 17:00,6/14/2018 19:00,2 Hours,CCG/TCG,,,16,16,Cascade Games LLC,Steve Cameron,Fantasy Flight Games,Star Wars Destiny,Yes,Yes,,,10+,Med,Beginner
6789,Pokemon Prerelease-style Kit Battle,Receive a Pokemon Prerelease Kit featuring 4 booster packs and a special evolution pack to draft and build a deck! Keep the cards! Basic energies provided by staff. Swiss rounds with prizes for everyone!,6/16/2018 17:00,6/16/2018 19:00,2 Hours,CCG/TCG,,,32,20,The Pokemon Company International,A.J. Schumacher,Pokemon,"Pokemon TCG, Limited",Yes,Yes,Swiss,,5+,Low,Beginner
1182,Leather 101: Badge Holder,Learn to make a Leather Badge Holder! Rock the Con with your leather spiffyness. (Materials Provided),6/16/2018 17:00,6/16/2018 19:00,2 Hours,Eclectics,,,10,40,Amtgard,Jaimie Kelley,Amtgard,Amtgard 8.0,Yes,Yes,,,10+,Med,Beginner
1666,Codenames:Disney,The hit game you know and love with a Disney twist.,6/16/2018 17:00,6/16/2018 18:00,2 Hours,Tabletop,,,8,2,Grand Gaming Academy,Grand Gaming Academy,USAopoly,Current,Yes,Yes,,,10+,Low,Beginner
2742,Dungeon Petz - Learn 2 Play,Buy baby monsters! Feed them and watch them grow! Clean their cages! Raise the best pet monsters to sell to your dungeon lord customers!,6/16/2018 17:00,6/16/2018 19:00,2 Hours,Tabletop,,,4,2,,,Czech Games Edition,,Yes,Yes,,,13+,Med,Beginner
6218,InFamous,"Play as an aspiring supervillain and compete to become the most (in)famous in the world. Build your secret base, recruit henchmen, and complete as many missions as you can!",6/16/2018 17:00,6/16/2018 19:00,2 Hours,Tabletop,,,4,2,Eagle-Gryphon Games,Wingman,Eagle-Gryphon Games,,Yes,Yes,,,10+,Low,Beginner
8386,Firefly Adv Respectable Folk,The Companion Inara and Shepherd Book join the crew in Firefly Adventures! A cooperative game featuring the crew of Serenity; working together to thwart local goons and get the job done.,6/16/2018 17:00,6/16/2018 19:00,2 Hours,Tabletop,,,4,2,Gale Force Nine,,Gale Force Nine,,Yes,Yes,,,13+,Med,Beginner
8400,Firefly Adv Wanted Fugitives,The fugitive River and her brother Simon join the crew in Firefly Adventures! A cooperative game featuring the crew of Serenity; working together to thwart local goons and get the job done.,6/16/2018 17:00,6/16/2018 19:00,2 Hours,Tabletop,,,4,2,Gale Force Nine,,Gale Force Nine,,Yes,Yes,,,13+,Med,Beginner
606,Mordheim,"Games Workshop's Mordheim, Skirmish fantasy game with small gangs from different races. The game plays quickly and play can be hilarious.",6/16/2018 17:00,6/16/2018 19:00,2 Hours,Miniature,,,1,2,SGG,SGG,Games Workshop,Mordheim,Yes,Yes,,,13+,Med,Beginner
7806,GrogHeads Presents: Time of Crisis,"The Roman Empire is struggling, and it's up to you to save it. Of course, everyone else wants to ""save"" it too!",6/16/2018 17:00,6/16/2018 19:00,2 Hours,Tabletop,,,6,2,GrogHeads,Mike Colello,GMT Games/Enterprise Games,,Yes,Yes,,,10+,Med,Intermediate
1674,The Artemis Project,Found Europa colony with dice placement.,6/16/2018 17:00,6/16/2018 19:00,2 Hours,Tabletop,,,8,2,Grand Gaming Academy,Grand Gaming Academy,Grand Gamers Guild,Current,Yes,Yes,,,13+,Med,Beginner
5783,Oceans: an Evolution Game,"Evolve in the Sea! Play an in-development version of Oceans: An Evolution Game with the designers with an hour for game play, and an hour for Q&A and game design chat with the designers.",6/16/2018 17:00,6/16/2018 19:00,2 Hours,Tabletop,,,12,2,north Star Games,Nick Bentley,North Star Games,Pre-production game,Yes,Yes,,,10+,Low,Beginner
8574,Pathfinder Adventure Card Guild: Season of Factions' Favor,"For years, factions within the Pathfinder Society championed their own agendas. Now, as a cast of the Society’s greatest foes returns, the factions band together to stop the villain’s foul plots.",6/16/2018 17:00,6/16/2018 19:00,2 Hours,Tabletop,,,6,2,Paizo Inc.,,Paizo Inc.,Pathfinder Adventure Card Game: Mummy’s Mask Base Set,Yes,Yes,,,10+,Med,Beginner
8575,Pathfinder Adventure Card Guild: Season of Factions' Favor,"For years, factions within the Pathfinder Society championed their own agendas. Now, as a cast of the Society’s greatest foes returns, the factions band together to stop the villain’s foul plots.",6/16/2018 17:00,6/16/2018 19:00,2 Hours,Tabletop,,,6,2,Paizo Inc.,,Paizo Inc.,Pathfinder Adventure Card Game: Mummy’s Mask Base Set,Yes,Yes,,,10+,Med,Beginner
8576,Pathfinder Adventure Card Guild: Season of Factions' Favor,"For years, factions within the Pathfinder Society championed their own agendas. Now, as a cast of the Society’s greatest foes returns, the factions band together to stop the villain’s foul plots.",6/16/2018 17:00,6/16/2018 19:00,2 Hours,Tabletop,,,6,2,Paizo Inc.,,Paizo Inc.,Pathfinder Adventure Card Game: Mummy’s Mask Base Set,Yes,Yes,,,10+,Med,Beginner
8726,Pathfinder Society Academy,For youth ages 6-17. Learn the basics of tabletop roleplaying games using the Pathfinder system. Characters provided. Adult supervision required for under 16s.,6/16/2018 17:00,6/16/2018 19:00,2 Hours,RPG,,,6,2,Paizo Inc.,,Paizo Inc.,Pathfinder Roleplaying Game 1st Edition,Yes,No,,,5+,Med,Beginner
8692,Pathfinder Playtest Demo (Level 1 characters provided),Come playtest the new evolution of the Pathfinder Roleplaying Game. Test your mettle against an evil priest and his vile minions! Characters provided.,6/16/2018 17:00,6/16/2018 19:00,2 Hours,RPG,,,6,2,Paizo Inc.,,Paizo Inc.,Pathfinder Roleplaying Game 2nd Edition Playtest,Yes,No,,,10+,Med,Beginner
8693,Pathfinder Playtest Demo (Level 1 characters provided),Come playtest the new evolution of the Pathfinder Roleplaying Game. Test your mettle against an evil priest and his vile minions! Characters provided.,6/16/2018 17:00,6/16/2018 19:00,2 Hours,RPG,,,6,2,Paizo Inc.,,Paizo Inc.,Pathfinder Roleplaying Game 2nd Edition Playtest,Yes,No,,,10+,Med,Beginner
8694,Pathfinder Playtest Demo (Level 1 characters provided),Come playtest the new evolution of the Pathfinder Roleplaying Game. Test your mettle against an evil priest and his vile minions! Characters provided.,6/16/2018 17:00,6/16/2018 19:00,2 Hours,RPG,,,6,2,Paizo Inc.,,Paizo Inc.,Pathfinder Roleplaying Game 2nd Edition Playtest,Yes,No,,,10+,Med,Beginner
8695,Pathfinder Playtest Demo (Level 1 characters provided),Come playtest the new evolution of the Pathfinder Roleplaying Game. Test your mettle against an evil priest and his vile minions! Characters provided.,6/16/2018 17:00,6/16/2018 19:00,2 Hours,RPG,,,6,2,Paizo Inc.,,Paizo Inc.,Pathfinder Roleplaying Game 2nd Edition Playtest,Yes,No,,,10+,Med,Beginner
8696,Pathfinder Playtest Demo (Level 1 characters provided),Come playtest the new evolution of the Pathfinder Roleplaying Game. Test your mettle against an evil priest and his vile minions! Characters provided.,6/16/2018 17:00,6/16/2018 19:00,2 Hours,RPG,,,6,2,Paizo Inc.,,Paizo Inc.,Pathfinder Roleplaying Game 2nd Edition Playtest,Yes,No,,,10+,Med,Beginner
1597,Tokaido,"Meet people, taste fine meals, and collect beautiful items travelling the East sea road.",6/16/2018 17:00,6/16/2018 19:00,2 Hours,Tabletop,,,4,2,Grand Gaming Academy,Grand Gaming Academy,Passport,Current,Yes,Yes,,,13+,Med,Beginner
6911,PLAY TO WIN - Fresco,"PLAY TO WIN! Rules taught. Winner keeps the game! As master painters, the players must work to restore the fresco in a renaissance church.",6/16/2018 17:00,6/16/2018 19:00,2 Hours,Tabletop,,,4,2,WVHGA,,Queen Games,,Yes,Yes,,,10+,Low,Beginner
1064,Munchkin Shakespeare,"Take in hand thine blade! Battle every enemy thou meetest! Foully betray thine companions, and make off with their treasure!",6/16/2018 17:00,6/16/2018 19:00,2 Hours,Tabletop,,,12,2,Rogue Judges,Joe Bazeley,Steve Jackson Games,Munchkin,Yes,Yes,,,13+,Med,Beginner
8263,Munchkin MYSTERY Game!,Play a special game of Munchkin with our staff! It could be a pre-release or a prototype or ???,6/16/2018 17:00,6/16/2018 19:00,2 Hours,Tabletop,,,5,2,Steve Jackson Games,,Steve Jackson Games,,No,Yes,,,13+,Med,Intermediate
1744,Indian Summer,Be the first to cover your forest floor completely with leaves.,6/16/2018 17:00,6/16/2018 19:00,2 Hours,Tabletop,,,4,2,Grand Gaming Academy,Grand Gaming Academy,Stronghold,Current,Yes,Yes,,,13+,Med,Intermediate
1579,Flow of History,A civilization game with a unique bidding mechanic.,6/16/2018 17:00,6/16/2018 19:00,2 Hours,Tabletop,,,4,2,Grand Gaming Academy,Grand Gaming Academy,TMG,Current,Yes,Yes,,,13+,Med,Beginner
7376,Through the Breach Adventure,Come play a Through the Breach adventure! This one shot includes pregenerated characters and does not require knowledge of the rules to play.,6/16/2018 17:00,6/16/2018 19:00,2 Hours,RPG,,,5,2,Wyrd,,Wyrd,2nd,Yes,Yes,,,13+,Low,Beginner
7377,Through the Breach Adventure,Come play a Through the Breach adventure! This one shot includes pregenerated characters and does not require knowledge of the rules to play.,6/16/2018 17:00,6/16/2018 19:00,2 Hours,RPG,,,5,2,Wyrd,,Wyrd,2nd,Yes,Yes,,,13+,Low,Beginner
2737,Through The Ages - Learn 2 Play,"Take your small tribe and build a mighty civilization! Will you focus on military, economy, culture? Choose your leaders wisely! Beware your rivals! What story will you tell?",6/16/2018 17:00,6/16/2018 20:00,3 Hours,Tabletop,,,4,4,,,Czech Games Edition,,Yes,Yes,,,13+,High,Beginner
6219,Defenders of the Realm,"Orcs, Dragons, Demons and the Dead make haste towards Monarch City. The Countryside of Monarch City is in need of valiant Heroes! Will you answer the King's call?",6/16/2018 17:00,6/16/2018 20:00,3 Hours,Tabletop,,,4,4,Eagle-Gryphon Games,Wingman,Eagle-Gryphon Games,,Yes,Yes,,,10+,Low,Beginner
640,Learn to play – Games Workshop’s Warhammer 40K 8th Edition,"40K is the futuristic miniature game with complex rules and beautiful miniatures. Orks, Necrons, Space Marines, and other factions. Come learn the latest set of rules, then stay to play a game or two.",6/16/2018 17:00,6/16/2018 20:00,3 Hours,Miniature,,,6,4,SGG,SGG,Games Workshop,Warhammer 40K 8th Edition,Yes,Yes,,,10+,Med,Beginner
597,Let's Play - DropFleet Commander,We will provide the table and terrain setup the way you want. You provide your army. Tune up for a tournament or just play a game of DropFleet Commander,6/16/2018 17:00,6/16/2018 20:00,3 Hours,Miniature,,,2,4,SGG,SGG,Hawk Wargames,DropFleet Commander,No,No,,,13+,Med,Intermediate
662,Hawk Wargames - DropFleet Commander - Station Raid,Drop your troops into the largest station in the system. Everyone wants this station. 1500 points. Fleets provided if needed.,6/16/2018 17:00,6/16/2018 20:00,3 Hours,Miniature,,,6,4,SGG,SGG,Hawk Wargames,DropFleet Commander,No,No,,,13+,Med,Intermediate
665,Hawk Wargames - DropZone Commander - Station Assault,Your troops have successfully landed. Now take the station over. Troops can be provided if needed.,6/16/2018 17:00,6/16/2018 20:00,3 Hours,Miniature,,,6,4,SGG,SGG,Hawk Wargames,DropFleet Commander,No,No,,,13+,Med,Intermediate
7028,Shogun,"Rules Taught! Struggle against other warlords during Japan's Sengoku period, prove yourself to be the strongest and most worthy.",6/16/2018 17:00,6/16/2018 20:00,3 Hours,Tabletop,,,5,4,WVHGA,,Queen Games,,Yes,Yes,,,13+,Low,Beginner
1771,Yokohama,"Gain fame from your successful business, build a store, broaden sales channels, learn a variety of techniques, and respond to trade orders from abroad.",6/16/2018 17:00,6/16/2018 20:00,3 Hours,Tabletop,,,4,4,Grand Gaming Academy,Grand Gaming Academy,TMG,Current,Yes,Yes,,,13+,Med,Beginner
7906,Hero Realms Campaign - The Ruin of Thandar,Heroes are need to save the city-state of Thandar! Teams of up to 5 struggle against the odds for glory and treasure! Play all three encounters. Your character will be saved for use in future events,6/16/2018 17:00,6/16/2018 21:00,4 Hours,Tabletop,,,25,6,White Wizard Games,,White Wizard Games,Hero Realms Rules,No,Yes,Swiss,,10+,Low,Intermediate
8509,Two-Headed Giant,"Bring a friend and play in this fun Sealed deck play. Each Team receives 12 boosters, builds two decks, and plays 3 Swiss rounds. Prizes are per player.",6/16/2018 17:00,6/16/2018 21:00,4 Hours,CCG/TCG,,,64,26,Pastimes,,Wizards of the Coast,,No,Yes,Swiss,Full tournament,5+,Med,Intermediate
7667,Origins Dungeon Crawl Monster,"Please check out our facebook group ""Chicago Regional LARP"" http://tinyurl.com/pl36om9 for more information.",6/16/2018 18:00,6/16/2018 19:00,1 Hour,LARP,,,5,4,Chicago LARP,Steve Cecchin,Chicago LARP,1st,Yes,Yes,,,10+,Low,Beginner
5895,3-D 1st Ed. D&D Visual Dungeon,"21 different classes/professions/races with exotic weapons/scrolls/familiars move on a checkerboard floor thru a 4’X6’ wooden dungeon, for Gold guarded by 1st ed. D&D Monster Manual monsters/traps",6/16/2018 18:00,6/16/2018 19:00,1 Hour,Miniature,,,21,6,WmFrog,Allen Barwick,,1st Ed. D&D Players Handbook & 1st Ed D&D Monster Manual,Yes,Yes,Single Elimination,Full Tournament,13+,Low,Beginner
7695,Escape Room 1,The king has been turned to stone. Can you save the kingdom?,6/16/2018 18:00,6/16/2018 19:00,1 Hour,LARP,,,10,12,Chicago LARP,Steve Cecchin,Chicago LARP,1st,Yes,Yes,,,13+,Low,Beginner
7723,Escape Room 1,The king has been turned to stone. Can you save the kingdom?,6/16/2018 18:00,6/16/2018 19:00,1 Hour,LARP,,,10,12,Chicago LARP,Steve Cecchin,Chicago LARP,1st,Yes,Yes,,,13+,Low,Beginner
7751,Escape Room 2,An innocent man sits on death row. Can you uncover the evidence that will save his life?,6/16/2018 18:00,6/16/2018 19:00,1 Hour,LARP,,,10,12,Chicago LARP,Steve Cecchin,Chicago LARP,1st,Yes,Yes,,,13+,Low,Beginner
7779,Escape Room 3,Our undercover agent needs help to save the city. Are you up to the task?,6/16/2018 18:00,6/16/2018 19:00,1 Hour,LARP,,,10,12,Chicago LARP,Steve Cecchin,Chicago LARP,1st,Yes,Yes,,,13+,Low,Beginner
6359,Myth Quest LIGHT!,"Can you defeat monsters, solve puzzles, & return triumphant before time runs out? A co-op non-contact fantasy LARP that blends real world locations with your imagination!",6/16/2018 18:00,6/16/2018 19:00,1 Hour,LARP,,,6,12,Myth Quest,,,,Yes,Yes,,,13+,Low,Beginner
7657,Origins Dungeon Crawl Adventurer,"Please check out our facebook group ""Chicago Regional LARP"" http://tinyurl.com/pl36om9 for more information.",6/16/2018 18:00,6/16/2018 19:00,1 Hour,LARP,,,10,16,Chicago LARP,Steve Cecchin,Chicago LARP,1st,Yes,Yes,,,10+,Low,Beginner
3796,Obelisk – Coop Tower Defense,Work together to defend the realm from invading monsters in this strategy game developed in Cleveland Ohio.,6/16/2018 18:00,6/16/2018 19:00,1 Hour,Tabletop,Game Designer,,5,2,NCG,Eliot Aretskin-Hariton,Aretskin-Hariton Games,,Yes,Yes,,,10+,Med,Beginner
2083,Alpha Strike Academy,"Learn to play the newer, quick-play version of Battletech.",6/16/2018 18:00,6/16/2018 19:00,1 Hour,Miniature,,,6,2,Catalyst Game Labs,,Catalyst Game Labs,Battletech Alpha Strike,Yes,Yes,,,10+,Low,Beginner
2039,Battletech Bootcamp,"Learn (or relearn) to play. Perfect for new players, even those without miniature or tabletop experience.",6/16/2018 18:00,6/16/2018 19:00,1 Hour,Miniature,,,6,2,Catalyst Game Labs,,Catalyst Game Labs,Battletech Total Warfare,Yes,Yes,,,10+,Low,Beginner
7834,GrogHeads Presents: Kids Wargaming - Commands & Colors Napoleonics,"Wargaming specifically for junior generals, battling for control of Europe in the Age of Gunpowder; for gamers 7-14, please bring an adult with you",6/16/2018 18:00,6/16/2018 19:00,1 Hour,Tabletop,,,4,2,GrogHeads,Michelle Owczarski,GMT Games,,Yes,Yes,,,5+,Low,Beginner
7835,GrogHeads Presents: Kids Wargaming - Commands & Colors Napoleonics,"Wargaming specifically for junior generals, battling for control of Europe in the Age of Gunpowder; for gamers 7-14, please bring an adult with you",6/16/2018 18:00,6/16/2018 19:00,1 Hour,Tabletop,,,4,2,GrogHeads,Michelle Owczarski,GMT Games,,Yes,Yes,,,5+,Low,Beginner
1678,X While Z,Can you act out 2 things at once? Try in this hilarious party game.,6/16/2018 18:00,6/16/2018 19:00,1 Hour,Tabletop,,,10,2,Grand Gaming Academy,Grand Gaming Academy,Grand Gamers Guild,Current,Yes,Yes,,,13+,Low,Beginner
7601,Secret Hitler,"A dramatic game of political intrigue and betrayal set in 1930s Germany. Each player is randomly and secretly assigned to be a liberal or a fascist, and one player is Secret Hitler. The fascists coordinate to sow distrust and install their cold-blooded leader; the liberals must find and stop the Secret Hitler before it's too late.",6/16/2018 18:00,6/16/2018 19:00,1 Hour,Tabletop,,Werewolf / Deception,40,2,Full Moon Gaming,Billings/Wedig,Great Wolf & Cabbage,Deduction,Yes,Yes,,,13,Low,Beginner
959,Gamma Grunts: A Deck Smash Game,"You are a mad scientist with one goal: WORLD DOMINATION. There's only one problem, others are in your way. You will need to create a gang of Gamma Grunts to defeat your foes in this Deck Builder.",6/16/2018 18:00,6/16/2018 19:00,1 Hour,Tabletop,,,8,2,Hiplein Industries,Josh Hipsher,Hiplein Industries,First Edition of Gamma Grunts: A Deck Smash Game,Yes,Yes,,,13+,Med,Beginner
1582,Haunt the House,Scare the Ghost Hunters and collect their gear.,6/16/2018 18:00,6/16/2018 19:00,1 Hour,Tabletop,,,4,2,Grand Gaming Academy,Grand Gaming Academy,KTBG,Current,Yes,Yes,,,10+,Low,Beginner
6905,PLAY TO WIN - Samarkand,PLAY TO WIN! Rules taught. Winner keeps the game! Expand your family trading routes and establish relationships to win the game.,6/16/2018 18:00,6/16/2018 19:00,1 Hour,Tabletop,,,5,2,WVHGA,,Queen Games,,Yes,Yes,,,10+,Low,Beginner
6917,PLAY TO WIN - 12 Thieves,"PLAY TO WIN! Rules taught. Winner keeps the game! Lead your group of thieves to grab the best treasure, but beware the guards!",6/16/2018 18:00,6/16/2018 19:00,1 Hour,Tabletop,,,4,2,WVHGA,,Queen Games,,Yes,Yes,,,10+,Low,Beginner
7576,2 Rooms and a Boom,It's the convention game that's always a blast! Get the unique convention experience of Two Rooms and a Boom with up to 30 players!,6/16/2018 18:00,6/16/2018 19:00,1 Hour,LARP,,Werewolf / Deception,120,2,Full Moon Gaming,Alberts/Billings/Wedig,Tuesday Night Games,Deduction,Yes,Yes,,,10,Low,Beginner
7404,Learn to Play: Malifaux,"Learn the rules of Malifaux, a popular miniatures skirmish wargame! Malifaux uses a deck of cards instead of dice, and it offers deep and compelling gameplay.",6/16/2018 18:00,6/16/2018 19:00,1 Hour,Miniature,,,4,2,Wyrd,,Wyrd,2nd,Yes,Yes,,,13+,High,Beginner
5506,The Wallet Pre-Release Event - Beginners,"Rules will be taught. In Wallet, players are the guests rummaging through the wallet looking for an ID (to seem innocent in the eyes of the law) and some cash (take too much!)",6/16/2018 18:00,6/16/2018 20:00,2 Hours,Tabletop,,,16,4,Cryptozoic Entertainment,,Cryptozoic Entertainment,The Wallet,Yes,Yes,,,13+,Med,Beginner
7907,Star Realms Tounament,Claim your Star Realm! 3 Round Swiss Tournament. Promos for all participants. Win a playmat or deckbox!,6/16/2018 18:00,6/16/2018 20:00,2 Hours,Tabletop,,,24,6,White Wizard Games,,White Wizard Games,Star Realms Rules,No,Yes,Swiss,,10+,Low,Intermediate
1962,Lightseekers Learn to Play,Receive a Lightseekers starter deck of your choice and instruction on how to play.,6/16/2018 18:00,6/16/2018 20:00,2 Hours,CCG/TCG,,,32,20,Cascade Games LLC,,PlayFusion,,Yes,Yes,Swiss,Full Tournament,5+,Med,Beginner
7949,One Piece Film Gold (Movie),TV-14. Dubbed. Funimation. The Straw Hats are at it again in an all-new high-flying adventure! Anime + Pirates = Adventure!,6/16/2018 18:00,6/16/2018 0:00,2 Hours,Eclectics,Anime/Cosplay,,50,2,Wasabi Anime,,Funimation,,Yes,Yes,,,13+,Low,Beginner
687,Learn to Play - 5th Epoch's Boxed Battles: Cold War Evolution,Tactical conflict between the forces of the NATO and the Warsaw Pact during the escalating Cold War. Played with 6mm - 1/285 micro armor.,6/16/2018 18:00,6/16/2018 20:00,2 Hours,Miniature,,,4,2,SGG,SGG,5th Epoch,Boxed Battles,Yes,Yes,,,13+,Med,Beginner
1790,The Siege of Parella,"2117: Parella Station, built by the Unification Charter between all three races, has declared independence and is now under attack. Lite RP. Uses Afterverse rules (d6-based system; www.afterver.se)",6/16/2018 18:00,6/16/2018 20:00,2 Hours,Tabletop,First Look,,6,2,Afterverse,Ray Nothnagel,Afterverse,Afterverse (prerelease),Yes,Yes,,,13+,Low,Beginner
8132,Three Cheers for Master,Master's been blue lately. Your job? Cheer him up by coaching his homicidal minions to make cheerleading towers! Learn to play this delightful take-that card game of light-hearted mayhem.,6/16/2018 18:00,6/16/2018 20:00,2 Hours,Tabletop,,,12,2,Atlas Games,Atlas Games,Atlas Games,Three Cheers for Master,Yes,Yes,,,10+,Low,Beginner
1998,Battletech Grinder,This is our most popular event for all ability levels. This casual game plays continuously all convention & allows players to come & go as their schedule allows.,6/16/2018 18:00,6/16/2018 20:00,2 Hours,Miniature,,,13,2,Catalyst Game Labs,,Catalyst Game Labs,Battletech Total Warfare,Yes,Yes,,,10+,Low,Beginner
2343,Dragonfire: Terror in the Catacombs,Scenario from core box: Adventure Level 3,6/16/2018 18:00,6/16/2018 20:00,2 Hours,Tabletop,,,6,2,Catalyst Game Labs,,Catalyst Game Labs,Dragonfire,No,Yes,,,13+,Med,Intermediate
2180,Shadowrun: Build-A-Runner Workshop,Sit down with one of GM's and learn how to or get help with building aMissions legal character to use in our living campaign.,6/16/2018 18:00,6/16/2018 20:00,2 Hours,RPG,,,6,2,Catalyst Game Labs,,Catalyst Game Labs,Shadowrun 5E,Yes,Yes,,,13+,High,Beginner
2254,Shadowrun: First Taste,"Welcome to the Shadows, use a pregen and learn how to play Shadowrun Fifth Edition",6/16/2018 18:00,6/16/2018 20:00,2 Hours,RPG,,,6,2,Catalyst Game Labs,,Catalyst Game Labs,Shadowrun 5E,Yes,Yes,,,13+,High,Beginner
2156,Shadowrun: Anarchy,Come enjoy the storytelling aspect of the Sixth World. Every session is different because you help tell the story.,6/16/2018 18:00,6/16/2018 20:00,2 Hours,RPG,,,6,2,Catalyst Game Labs,,Catalyst Game Labs,Shadowrun Anarchy,Yes,Yes,,,13+,Med,Beginner
7552,Witch Hunt,Villagers must find and lynch the Witches among them daily while the Witches kill a target nightly. Dead players continue to influence the game.,6/16/2018 18:00,6/16/2018 20:00,2 Hours,LARP,,Werewolf / Deception,30,2,Full Moon Gaming,Brockman/Billings/Wedig,Chocolate Pi Games,Deduction,Yes,Yes,,,13,Low,Beginner
672,Learn to Play - Rivet Wars,World war I trench warfare - with units that are right out of the comics. Machine Gun toting Unicycles meet tracked motorcycles with rocket launchers.,6/16/2018 18:00,6/16/2018 20:00,2 Hours,Miniature,,,4,2,SGG,SGG,Cool Mini or Not,Rivet Wars,Yes,Yes,,,10+,Low,Beginner
521,Learn to Play – Corvus Belli’s Infinity,"Table top miniatures meets Japanese Manga and modern game rules design. Learn to play this fast skirmish game, there are many factions to choose from, each with their own unique look and features.",6/16/2018 18:00,6/16/2018 20:00,2 Hours,Miniature,,,4,2,SGG,SGG,Corvus Belli,Infinity,Yes,Yes,,,10+,Med,Beginner
2713,Pulsar 2849 - Learn 2 Play,Who doesn't want to run their own space mining company? Explore space! Claim pulsars! Discover technologies that will help you build an energy-distribution infrastructure on a cosmic scale!,6/16/2018 18:00,6/16/2018 20:00,2 Hours,Tabletop,,,4,2,,,Czech Games Edition,,Yes,Yes,,,13+,Med,Beginner
2729,Galaxy Trucker - Learn 2 Play,"GALACTIC DRIVERS WANTED! Must be willing to fend off meteors, smugglers, and pirates. Experience working with aliens a plus. Earn cosmic credits with bonuses for speedy delivery! Apply NOW!",6/16/2018 18:00,6/16/2018 20:00,2 Hours,Tabletop,,,4,2,,,Czech Games Edition,,Yes,Yes,,,13+,Low,Beginner
3726,The Gate of R'yleh: a deduction game of cosmic horror,"As investigators, choose from 5 actions which might affect your sanity. You must beat the clock and the cultists hidden among you. Stop the Cultists_Seal the Sigils_Secure the Gate_Save the World!",6/16/2018 18:00,6/16/2018 20:00,2 Hours,Tabletop,,,8,2,,,DPH,,Yes,Yes,,,10+,Low,Beginner
6220,The Scarlet Pimpernel,"In The Scarlet Pimpernel, you play as members of the league helping the Scarlet Pimpernel accomplish seven missions, rescuing the innocent from the guillotine.",6/16/2018 18:00,6/16/2018 20:00,2 Hours,Tabletop,,,6,2,Eagle-Gryphon Games,Wingman,Eagle-Gryphon Games,,Yes,Yes,,,10+,Low,Beginner
541,Shattered Crown,"WWI takes a weird twist as abandoned Martian technology is incorporated into each nation's weapons systems. Fast, Fun & Furious gaming on a realistic terrain that includes trenches and towns.",6/16/2018 18:00,6/16/2018 20:00,2 Hours,Miniature,First Look,,4,2,SGG,SGG,Gaddis Gaming,Shattered Crown,Yes,Yes,,,10+,Med,Beginner
2368,Learn to play Shadow War Armageddon,"Armageddon is wracked with grueling battles are fought within the hives: the ancient, towering cities that are the last strongholds of Humanity. Squad Action in inspired dense terrain, with specialist fighters.",6/16/2018 18:00,6/16/2018 20:00,2 Hours,Miniature,,,4,2,SGG,Doug Houseman,Games Workshop,Shadow War Armageddon,Yes,Yes,,,10+,Low,Beginner
7531,L90: The Origin,"L90: The Origin, a social deduction game where everyone plays until the end. A team member is ""The Origin."" Survive, or become a minion.",6/16/2018 18:00,6/16/2018 20:00,2 Hours,LARP,,Werewolf / Deception,30,2,Full Moon Gaming,Keith/Billings/Wedig,Ghost Roadhouse,Deduction,Yes,Yes,,,10,Low,Beginner
6592,Liars Dice Tournament ($500 IN PRIZES),The original Liars Dice is back! - $500 IN PRIZES - hosted by the game's designer Richard Borg!,6/16/2018 18:00,6/16/2018 20:00,2 Hours,Tabletop,,,60,2,L4 Studios,Keith Blume,L4 Studios,Richard Borg's Liars Dice rules in the current release from L4 Studios,Yes,Yes,Single Elimination,Full Tournament,10+,Low,Beginner
977,Are You A Werewolf?,A game of deception and mob rule. Your group of villagers must figure out who's a werewolf before it's too late. Variants and home brews available.,6/16/2018 18:00,6/16/2018 20:00,2 Hours,LARP,,Werewolf / Deception,90,2,Full Moon Gaming,Billings/Wedig,Looney Labs,Deduction,Yes,materialsprovided,,,5,Low,Beginner
